Merk,Type,Serienummer,Pakbonaccessoires,Referentieprijs,Inkoopprijs,Oneindige voorraad,Voorraad,Voorraadbeperking in winkelwagen,Product tonen op webshop,Product tonen op de hoofdpagina,Serviceproduct,Productnaam,Producttitel productpagina,Product URL,Productcode,Hoofdcategorie,Synoniemen,Omschrijving overzichtpagina,Omschrijving detailpagina,Standaard omschrijving voor offertes,BTW percentage,Klantkorting uitsluiten,Verhuur periodestaffel,Hoeveelheid staffel,Vaste bijkomende kosten,Margepercentage,Minimale levertijd dagen,Minimale bestelhoeveelheid,SEO titel,SEO omschrijving,Interne notities,Diepte,Breedte,Hoogte,Model,Gewicht,Geschikt voor statief,RMS vermogen,Piek vermogen,Max geluidsdruk,Score
Property_15_Value,Product_Type,nummer,Product_Accessories,ProductPrice,Newvalue,EndlessStock,Stock,StockMode,Product_Active,Product_ShowOnHomepage,Product_ServiceProduct,Product_Name,Product_Title,Product_UrlName,Product_Productcode,Product_CategoryID,Product_Synonym,Product_DecriptionShort,Product_Decription,Product_QuotationDescription,VatVal,Product_DisableCustomerDiscount,StaffelNameID,Product_AmountStaffelNameID,StartingCost,MarginPercentage,Product_Levertijd_Days,Product_MinimumOrderingAmount,metatitle,metadescription,Product_GeneralRemarks,Property_7_Value,Property_2_Value,Property_8_Value,Property_16_Value,Property_14_Value,Property_10_Value,Property_11_Value,Property_12_Value,Property_9_Value,ScoreHidden
